store,lat,long,gpsens,trsens,traffic,sales,gp,avgprice,yoysales,yoyq,yoygp,yoyavgp,yoygc
CHARTERS TOWERS,-20.076322,146.262323,high,sensitive,1140,12910.66233,9787.317264,3.5641,-0.0105,0.11786389,-0.0365,-0.1149,-0.093974878
CHATSWOOD FOOD COURT,-33.798094,151.183241,low,sensitive,765,8039.61026,5968.774988,3.262,-0.2628,-0.186251181,-0.2833,-0.094,-0.371362564
CHELSEA HEIGHTS,-38.029474,145.129874,right,sensitive,2618,23017.02741,17050.61361,3.5437,-0.0049,0.054583398,-0.0206,-0.0564,-0.057697379
CHELTENHAM,-37.960355,145.054519,low,not sensitive,2049,17064.04972,12614.30031,3.4784,0.0162,0.110516263,-0.0031,-0.085,0.006415759
CHERMSIDE F/C,-27.383832,153.03154,low,not sensitive,886,10384.52723,7641.631848,3.095,-0.1131,0.006795472,-0.143,-0.1191,-0.229288995
CHERMSIDE,-27.386542,153.033061,high,sensitive,1452,15064.33409,11172.02699,3.4849,0.1704,0.291834548,0.1488,-0.0941,0.084648025
CHILDERS,-25.236194,152.274885,low,not sensitive,1143,11156.75921,8310.056816,3.6022,-0.0047,0.092540348,-0.0325,-0.089,-0.086205273
CHINCHILLA,-26.738501,150.628668,right,not sensitive,1298,13074.17664,9783.785316,3.6958,-0.0968,-0.018561929,-0.1241,-0.0797,-0.174079951
CLAYTON II,-37.915475,145.124623,right,not sensitive,1792,16488.36733,12202.30275,3.7882,-0.009,0.124387051,-0.0315,-0.1186,-0.044229291
CLEVELAND II,-27.523657,153.256268,right,not sensitive,2203,22867.37098,17002.529,3.4576,0.0564,0.174576243,0.0274,-0.1007,-0.038520387
CLIFFORD GARDENS,-27.564955,151.931992,high,sensitive,648,6917.65942,5197.8954,3.741,-0.0403,0.042318856,-0.0676,-0.0793,-0.106821197
CLIFTON HILL,-37.788693,144.99224,right,not sensitive,1233,11047.384,8231.675,3.6972,0.0259,0.122322418,0.0061,-0.0859,-0.057173982
CLONTARF,-27.246004,153.082049,right,not sensitive,1362,13693.0992,10169.86845,3.3537,-0.0366,0.06127772,-0.0601,-0.0922,-0.045388221
COBRAM,-35.922735,145.648139,right,sensitive,1405,14315.1639,10653.11483,3.6549,0.0209,0.090401593,0.0083,-0.0637,-0.0744277
COFFS NORTH,-30.283943,153.128062,high,sensitive,2947,28043.05562,20976.27223,3.4641,0.0875,0.221011254,0.0592,-0.1094,0.038712667
COFFS SERVICE CENTRE,-30.317598,153.090382,right,sensitive,2753,26215.138,19484.40598,3.5701,0.0621,0.184409425,0.0319,-0.1032,-0.025588281
COLAC,-38.338464,143.577533,right,not sensitive,2789,25303.81126,18824.36541,3.7351,0.0189,0.060478905,0.002,-0.0392,0.027885586
COLLIE,-33.361023,116.156341,right,sensitive,1179,13732.20696,10446.51272,4.096,0.0083,0.026722209,-0.0051,-0.018,-0.067758196
COLLINGWOOD,-37.807175,144.974086,right,not sensitive,1752,15990.25263,11878.43906,3.6216,-0.0738,0.013398527,-0.0909,-0.086,-0.107878506
COLLINS STREET EAST,-37.81359,144.972337,low,not sensitive,855,6975.893208,5234.391484,3.5165,0.0027,0.103850051,-0.0151,-0.0916,-0.163759803
COLLINSWOOD,-34.890717,138.611925,right,sensitive,1550,14462.06404,10758.01736,3.5785,0.0516,0.189729298,0.0283,-0.1161,0.028787177
COLONNADES II,-35.143264,138.493284,right,sensitive,334,4202.87424,3036.675408,2.7684,-0.1108,0.040969561,-0.1358,-0.1458,-0.218725235
CONDER ACT,-35.457684,149.091594,right,sensitive,1565,15712.63272,11665.58232,3.6656,0.0201,0.177232124,0.001,-0.1335,-0.065474553
COOGEE,-33.921758,151.255641,high,sensitive,1114,11954.61088,8862.776108,3.1986,0.0172,0.109884741,-0.0029,-0.0835,-0.088172502
COOLANGATTA II,-28.16783,153.542691,low,not sensitive,1099,10802.90004,7899.070224,2.8271,-0.028,0.038618404,-0.0532,-0.0641,-0.148780867
COOLUM BEACH,-26.529357,153.090764,right,sensitive,1838,19768.26567,14651.9044,3.0363,0.0764,0.228923145,0.0451,-0.1242,0.02106587
COOMA,-36.232121,149.133081,right,sensitive,1740,16180.51615,12017.12149,3.6288,-0.0394,0.040055875,-0.062,-0.0763,-0.108727667
COORPAROO,-27.496601,153.056154,low,not sensitive,1906,19181.86836,14371.61166,3.5742,0.0319,0.11257039,0.0067,-0.0726,-0.045756508
CORIO,-38.082948,144.360864,right,not sensitive,1629,14674.54746,10870.97119,3.6686,-0.2244,-0.171849965,-0.2437,-0.0634,-0.219603723
CORIO VILLAGE,-38.072343,144.353972,low,not sensitive,463,5121.92846,3789.141824,3.1882,-0.1164,-0.068891363,-0.1328,-0.051,-0.149011928
COROWA,-35.9954,146.390867,right,sensitive,914,8940.491868,6657.766648,3.5408,-0.1104,-0.026558041,-0.1338,-0.0862,-0.168033695
COWRA,-33.83521,148.680639,right,sensitive,1751,17831.85964,13399.19489,3.7146,0.0272,0.119748758,0.0077,-0.0827,-0.070606293
CRAIGIEBURN,-37.596464,144.921498,low,not sensitive,1908,18310.86508,13613.76529,3.7014,-0.1897,-0.097259353,-0.2035,-0.1024,-0.155685622
CRANBOURNE EXPRESS,-38.110471,145.28092,low,not sensitive,428,4703.730624,3404.544308,3.2547,-0.1003,-0.06153208,-0.1176,-0.0413,-0.127085479
CRANBOURNE NORTH,-38.085638,145.296605,high,sensitive,2333,21862.23189,16122.94712,3.7489,0.1953,0.300389742,0.1743,-0.0808,0.170335268
CRANBOURNE,-38.0993,145.281127,right,insufficient,2490,22633.78596,16582.86962,3.6031,-0.0172,0.075875351,-0.0388,-0.0865,-0.054703955
CREMORNE,-33.831713,151.225356,low,not sensitive,2908,27250.67042,20507.82406,3.8377,0.0369,0.144041829,0.0179,-0.0936,-0.023588773
CRONULLA,-34.051617,151.153296,high,sensitive,535,5569.410496,4094.346512,3.1161,-0.0278,-0.001789755,-0.0478,-0.026,-0.092826487
CROSS ROADS,-34.967321,138.589378,right,sensitive,1822,17287.57477,12831.09008,3.6407,0.0384,0.128573627,0.0263,-0.0799,-0.032596324
CROWN CASINO II,-37.826141,144.958827,high,not sensitive,1298,11895.5561,8904.948736,3.3523,-0.0423,0.030265824,-0.0573,-0.0705,-0.139881854
